method,native,pdb,seed,id,dockq_score,fnat,lrmsd,irmsd
msa_notemplate,1ddv,1ddv,43,2,0.946,1.0,1.516,0.581
msa_notemplate,1ddv,1ddv,43,0,0.943,1.0,1.596,0.601
msa_notemplate,1f47,1f47,42,1,0.887,0.906,1.673,0.765
msa_notemplate,1ddv,1ddv,44,4,0.949,1.0,1.337,0.576
msa_notemplate,1ddv,1ddv,43,4,0.852,0.875,2.327,0.866
msa_notemplate,1ddv,1ddv,42,2,0.976,1.0,0.847,0.384
msa_notemplate,1ddv,1ddv,44,3,0.974,1.0,0.728,0.418
msa_notemplate,1ddv,1ddv,42,3,0.687,0.688,3.817,1.382
msa_notemplate,1ddv,1ddv,44,2,0.928,1.0,1.824,0.68
msa_notemplate,1ddv,1ddv,43,3,0.912,1.0,2.078,0.769
msa_notemplate,1f47,1f47,43,0,0.899,0.969,2.952,0.666
msa_notemplate,1f47,1f47,42,2,0.93,0.969,1.258,0.65
msa_notemplate,1eg4,1eg4,44,0,0.727,0.781,3.15,1.439
msa_notemplate,1eg4,1eg4,42,2,0.627,0.812,5.067,2.13
msa_notemplate,1f47,1f47,42,0,0.912,1.0,2.696,0.684
msa_notemplate,1ddv,1ddv,42,4,0.936,1.0,1.709,0.636
msa_notemplate,1ddv,1ddv,44,0,0.919,1.0,1.978,0.728
msa_notemplate,1eg4,1eg4,44,3,0.587,0.812,5.849,2.477
msa_notemplate,1eg4,1eg4,43,1,0.741,0.75,2.844,1.294
msa_notemplate,1eg4,1eg4,44,2,0.753,0.781,2.836,1.282
msa_notemplate,1eg4,1eg4,42,1,0.656,0.812,4.465,1.949
msa_notemplate,1eg4,1eg4,43,2,0.742,0.906,3.536,1.603
msa_notemplate,1eg4,1eg4,42,4,0.735,0.844,3.334,1.514
msa_notemplate,1eg4,1eg4,43,3,0.661,0.75,4.077,1.761
msa_notemplate,1eg4,1eg4,42,0,0.676,0.844,4.262,1.899
msa_notemplate,1f47,1f47,44,1,0.844,0.906,2.716,0.941
msa_notemplate,1f47,1f47,43,2,0.912,1.0,2.751,0.679
msa_notemplate,1f47,1f47,43,4,0.939,0.969,1.241,0.585
msa_notemplate,1f47,1f47,43,1,0.868,0.938,2.08,0.926
msa_notemplate,1f47,1f47,43,3,0.923,0.938,1.382,0.616
msa_notemplate,1f47,1f47,44,3,0.91,0.969,2.017,0.713
msa_notemplate,1f47,1f47,44,4,0.898,1.0,3.0,0.738
msa_notemplate,1f47,1f47,44,0,0.888,0.906,1.768,0.751
msa_notemplate,1f8h,1f8h,42,3,0.911,0.913,1.155,0.657
msa_notemplate,1f8h,1f8h,42,2,0.891,0.913,1.564,0.766
msa_notemplate,1f47,1f47,44,2,0.899,0.938,1.663,0.761
msa_notemplate,1f8h,1f8h,42,0,0.888,0.957,1.905,0.853
msa_notemplate,1f8h,1f8h,43,1,0.905,0.913,1.434,0.681
msa_notemplate,1j2x,1j2x,43,2,0.922,0.897,1.074,0.542
msa_notemplate,1f8h,1f8h,44,0,0.846,0.87,2.071,0.923
msa_notemplate,1f8h,1f8h,43,3,0.898,0.957,1.765,0.802
msa_notemplate,1f8h,1f8h,43,0,0.886,0.913,1.641,0.798
msa_notemplate,1j2x,1j2x,42,0,0.917,0.872,0.839,0.53
msa_notemplate,1j2x,1j2x,43,1,0.944,0.923,1.273,0.412
msa_notemplate,1j2x,1j2x,42,4,0.918,0.872,0.933,0.518
msa_notemplate,1j2x,1j2x,44,0,0.921,0.872,0.977,0.487
msa_notemplate,1f8h,1f8h,44,1,0.892,0.957,1.899,0.825
msa_notemplate,1j2x,1j2x,43,3,0.903,0.821,1.137,0.479
msa_notemplate,1j2x,1j2x,42,2,0.876,0.821,1.223,0.683
msa_notemplate,1j2x,1j2x,44,1,0.879,0.795,1.258,0.594
msa_notemplate,1j2x,1j2x,42,1,0.897,0.821,1.107,0.535
msa_notemplate,1j2x,1j2x,43,0,0.903,0.821,1.036,0.488
msa_notemplate,1f8h,1f8h,42,1,0.866,0.826,1.377,0.757
msa_notemplate,1j2x,1j2x,43,4,0.897,0.821,1.025,0.544
msa_notemplate,1f8h,1f8h,44,3,0.87,0.913,1.991,0.866
msa_notemplate,1f8h,1f8h,44,4,0.913,1.0,1.919,0.777
msa_notemplate,1jd5,1jd5,42,0,0.883,0.973,1.174,0.995
msa_notemplate,1f8h,1f8h,43,2,0.912,0.913,1.242,0.646
msa_notemplate,1j2x,1j2x,44,3,0.912,0.872,1.22,0.543
msa_notemplate,1f8h,1f8h,43,4,0.897,0.913,1.611,0.719
msa_notemplate,1f8h,1f8h,44,2,0.909,0.957,1.764,0.725
msa_notemplate,1f8h,1f8h,42,4,0.88,0.87,1.514,0.748
msa_notemplate,1j2x,1j2x,42,3,0.916,0.872,1.44,0.486
msa_notemplate,1j2x,1j2x,44,4,0.879,0.846,1.471,0.7
msa_notemplate,1j2x,1j2x,44,2,0.902,0.821,0.982,0.501
msa_notemplate,1jd5,1jd5,42,1,0.936,1.0,1.301,0.673
msa_notemplate,1jd5,1jd5,42,2,0.943,0.973,1.028,0.581
msa_notemplate,1jd5,1jd5,43,0,0.839,0.973,1.126,1.329
msa_notemplate,1jd5,1jd5,42,3,0.828,0.973,2.033,1.316
msa_notemplate,1jd5,1jd5,43,1,0.862,0.946,1.077,1.087
msa_notemplate,1jd5,1jd5,43,2,0.841,0.973,1.09,1.31
msa_notemplate,1jd5,1jd5,42,4,0.93,1.0,1.305,0.721
msa_notemplate,1jd5,1jd5,44,2,0.943,1.0,1.024,0.649
msa_notemplate,1jq8,1jq8,42,0,0.784,0.659,2.513,0.81
msa_notemplate,1jd5,1jd5,44,0,0.923,1.0,1.037,0.787
msa_notemplate,1jd5,1jd5,44,1,0.954,0.973,0.623,0.519
msa_notemplate,1jd5,1jd5,43,4,0.936,1.0,1.175,0.685
msa_notemplate,1jq8,1jq8,42,2,0.803,0.705,2.28,0.813
msa_notemplate,1jd5,1jd5,43,3,0.915,0.946,1.157,0.708
msa_notemplate,1jd5,1jd5,44,3,0.835,0.973,1.156,1.358
msa_notemplate,1jq8,1jq8,42,4,0.832,0.773,2.107,0.795
msa_notemplate,1jq8,1jq8,43,1,0.768,0.614,2.502,0.819
msa_notemplate,1jq8,1jq8,43,4,0.744,0.659,3.198,0.991
msa_notemplate,1jq8,1jq8,43,3,0.801,0.727,2.6,0.837
msa_notemplate,1jd5,1jd5,44,4,0.788,0.973,0.935,1.831
msa_notemplate,1jq8,1jq8,44,3,0.83,0.773,2.17,0.801
msa_notemplate,1jq8,1jq8,44,0,0.82,0.705,2.051,0.729
msa_notemplate,1jq8,1jq8,44,2,0.826,0.795,2.558,0.832
msa_notemplate,1jq8,1jq8,44,4,0.747,0.659,3.122,0.983
msa_notemplate,1jq8,1jq8,43,0,0.812,0.795,2.819,0.888
msa_notemplate,1jq8,1jq8,43,2,0.884,0.818,1.536,0.594
msa_notemplate,1jq8,1jq8,42,1,0.817,0.705,2.05,0.748
msa_notemplate,1jq8,1jq8,42,3,0.832,0.773,2.127,0.789
msa_notemplate,1jw6,1jw6,42,1,0.023,0.0,36.753,11.308
msa_notemplate,1jq8,1jq8,44,1,0.801,0.682,2.195,0.788
msa_notemplate,1jw6,1jw6,42,2,0.024,0.0,35.72,10.86
msa_notemplate,1l2z,1l2z,42,1,0.742,0.75,2.722,1.302
msa_notemplate,1l2z,1l2z,42,0,0.749,0.75,2.722,1.247
msa_notemplate,1jw6,1jw6,42,3,0.023,0.0,36.252,11.049
msa_notemplate,1jw6,1jw6,42,0,0.021,0.0,38.874,11.668
msa_notemplate,1jw6,1jw6,43,4,0.025,0.0,34.91,10.559
msa_notemplate,1l2z,1l2z,42,3,0.808,0.821,2.207,1.066
msa_notemplate,1jw6,1jw6,43,3,0.021,0.0,38.293,11.453
msa_notemplate,1jw6,1jw6,44,0,0.016,0.0,44.181,13.894
msa_notemplate,1l2z,1l2z,42,2,0.771,0.75,2.553,1.112
msa_notemplate,1jw6,1jw6,43,1,0.032,0.0,30.554,9.261
msa_notemplate,1jw6,1jw6,43,0,0.024,0.0,35.532,10.779
msa_notemplate,1jw6,1jw6,44,2,0.021,0.0,38.492,11.527
msa_notemplate,1l2z,1l2z,43,1,0.769,0.75,2.469,1.141
msa_notemplate,1jw6,1jw6,44,1,0.014,0.0,46.413,14.289
msa_notemplate,1l2z,1l2z,43,0,0.747,0.714,2.617,1.191
msa_notemplate,1jw6,1jw6,42,4,0.014,0.0,46.497,14.221
msa_notemplate,1jw6,1jw6,43,2,0.029,0.0,32.069,9.813
msa_notemplate,1l2z,1l2z,43,3,0.767,0.714,2.117,1.109
msa_notemplate,1l2z,1l2z,44,0,0.724,0.714,3.041,1.301
msa_notemplate,1jw6,1jw6,44,4,0.015,0.0,45.329,14.17
msa_notemplate,1l2z,1l2z,42,4,0.709,0.714,3.101,1.416
msa_notemplate,1l2z,1l2z,43,2,0.727,0.714,2.893,1.301
msa_notemplate,1jw6,1jw6,44,3,0.022,0.0,37.542,11.543
msa_notemplate,1l2z,1l2z,43,4,0.755,0.714,2.436,1.16
msa_notemplate,1l2z,1l2z,44,1,0.768,0.786,2.534,1.223
msa_notemplate,1l2z,1l2z,44,2,0.748,0.714,2.606,1.184
msa_notemplate,1lb6,1lb6,42,2,0.969,0.973,0.632,0.378
msa_notemplate,1l2z,1l2z,44,3,0.754,0.75,2.681,1.217
msa_notemplate,1lb6,1lb6,42,0,0.976,0.973,0.418,0.319
msa_notemplate,1l2z,1l2z,44,4,0.796,0.821,2.455,1.114
msa_notemplate,1lb6,1lb6,42,1,0.974,0.973,0.502,0.33
msa_notemplate,1lb6,1lb6,42,3,0.976,0.973,0.436,0.314
msa_notemplate,1lb6,1lb6,44,0,0.976,0.973,0.365,0.324
msa_notemplate,1lb6,1lb6,43,1,0.974,0.973,0.541,0.336
msa_notemplate,1lb6,1lb6,43,4,0.976,0.973,0.569,0.309
msa_notemplate,1mf4,1mf4,42,1,0.674,0.629,4.333,1.225
msa_notemplate,1mf4,1mf4,42,4,0.645,0.543,4.332,1.23
msa_notemplate,1lb6,1lb6,43,2,0.977,0.973,0.419,0.299
msa_notemplate,1lb6,1lb6,44,1,0.977,0.973,0.428,0.302
msa_notemplate,1lb6,1lb6,43,3,0.975,0.973,0.501,0.329
msa_notemplate,1lb6,1lb6,43,0,0.973,0.973,0.606,0.345
msa_notemplate,1lb6,1lb6,42,4,0.974,0.973,0.446,0.333
msa_notemplate,1mf4,1mf4,43,2,0.83,0.8,2.686,0.797
msa_notemplate,1mf4,1mf4,43,3,0.588,0.514,5.158,1.445
msa_notemplate,1lb6,1lb6,44,2,0.975,0.973,0.426,0.325
msa_notemplate,1mf4,1mf4,43,0,0.636,0.571,4.666,1.304
msa_notemplate,1mf4,1mf4,44,0,0.808,0.686,2.369,0.723
msa_notemplate,1mf4,1mf4,42,0,0.745,0.771,3.981,1.116
msa_notemplate,1mf4,1mf4,44,3,0.847,0.829,2.618,0.755
msa_notemplate,1lb6,1lb6,44,3,0.974,0.973,0.543,0.337
msa_notemplate,1lb6,1lb6,44,4,0.976,0.973,0.38,0.318
msa_notemplate,1mf4,1mf4,42,2,0.758,0.657,3.031,0.914
msa_notemplate,1mf4,1mf4,43,4,0.84,0.8,2.411,0.761
msa_notemplate,1mf4,1mf4,44,2,0.868,0.857,2.267,0.722
msa_notemplate,1mv0,1mv0,42,2,0.48,0.512,6.306,2.377
msa_notemplate,1mv0,1mv0,42,1,0.538,0.558,5.361,2.084
msa_notemplate,1mf4,1mf4,44,1,0.695,0.657,4.157,1.169
msa_notemplate,1mf4,1mf4,44,4,0.668,0.657,4.56,1.302
msa_notemplate,1mv0,1mv0,42,0,0.431,0.395,6.581,2.457
msa_notemplate,1mf4,1mf4,43,1,0.581,0.514,5.351,1.466
msa_notemplate,1mv0,1mv0,43,0,0.738,0.767,3.063,1.322
msa_notemplate,1mf4,1mf4,42,3,0.674,0.629,4.292,1.237
msa_notemplate,1mv0,1mv0,42,4,0.506,0.512,5.905,2.129
msa_notemplate,1mv0,1mv0,43,3,0.586,0.558,4.631,1.729
msa_notemplate,1mv0,1mv0,44,1,0.536,0.512,5.28,1.941
msa_notemplate,1mv0,1mv0,44,2,0.508,0.488,5.593,2.1
msa_notemplate,1mv0,1mv0,44,3,0.353,0.302,7.792,2.869
msa_notemplate,1mv0,1mv0,43,1,0.467,0.465,6.38,2.307
msa_notemplate,1mv0,1mv0,42,3,0.584,0.558,4.588,1.762
msa_notemplate,1mv0,1mv0,43,2,0.493,0.488,5.807,2.237
msa_notemplate,1mv0,1mv0,44,4,0.582,0.605,4.904,1.871
msa_notemplate,1mv0,1mv0,43,4,0.451,0.395,6.116,2.298
msa_notemplate,1mv0,1mv0,44,0,0.454,0.372,5.933,2.201
msa_notemplate,1nvq,1nvq,42,3,0.952,0.92,0.607,0.371
msa_notemplate,1nrl,1nrl,43,0,0.97,1.0,0.803,0.447
msa_notemplate,1nrl,1nrl,42,4,0.97,1.0,0.622,0.459
msa_notemplate,1nrl,1nrl,43,4,0.975,1.0,0.64,0.412
msa_notemplate,1nvq,1nvq,43,1,0.959,0.92,0.591,0.298
msa_notemplate,1o0p,1o0p,42,2,0.568,0.675,5.083,2.335
msa_notemplate,1o0p,1o0p,43,0,0.537,0.475,4.482,2.022
msa_notemplate,1nrl,1nrl,44,0,0.957,0.974,0.684,0.487
msa_notemplate,1o0p,1o0p,42,0,0.519,0.6,5.647,2.515
msa_notemplate,1o0p,1o0p,43,2,0.601,0.65,4.352,1.998
msa_notemplate,1nvq,1nvq,42,2,0.962,0.92,0.435,0.264
msa_notemplate,1nvq,1nvq,44,4,0.961,0.92,0.299,0.283
msa_notemplate,1nrl,1nrl,43,2,0.971,1.0,0.717,0.444
msa_notemplate,1nrl,1nrl,44,1,0.975,1.0,0.7,0.402
msa_notemplate,1o0p,1o0p,42,1,0.56,0.55,4.383,2.089
msa_notemplate,1nrl,1nrl,42,1,0.969,1.0,0.692,0.465
msa_notemplate,1o0p,1o0p,42,4,0.563,0.575,4.642,2.079
msa_notemplate,1o0p,1o0p,43,1,0.52,0.5,4.835,2.261
msa_notemplate,1nvq,1nvq,44,2,0.921,0.84,0.798,0.408
msa_notemplate,1nvq,1nvq,43,3,0.928,0.84,0.731,0.343
msa_notemplate,1o0p,1o0p,43,3,0.567,0.65,4.918,2.29
msa_notemplate,1nvq,1nvq,42,1,0.912,0.84,1.055,0.466
msa_notemplate,1nrl,1nrl,42,2,0.964,1.0,0.872,0.494
msa_notemplate,1nrl,1nrl,43,3,0.966,0.974,0.715,0.41
msa_notemplate,1nvq,1nvq,44,1,0.917,0.84,0.96,0.428
msa_notemplate,1nrl,1nrl,42,0,0.977,1.0,0.652,0.391
msa_notemplate,1o0p,1o0p,42,3,0.574,0.625,4.731,2.126
msa_notemplate,1nvq,1nvq,43,2,0.953,0.92,0.577,0.366
msa_notemplate,1nrl,1nrl,43,1,0.971,1.0,0.682,0.446
msa_notemplate,1nrl,1nrl,42,3,0.944,1.0,0.669,0.661
msa_notemplate,1nrl,1nrl,44,2,0.966,1.0,0.658,0.487
msa_notemplate,1nrl,1nrl,44,3,0.968,1.0,0.621,0.47
msa_notemplate,1nvq,1nvq,43,0,0.943,0.88,0.616,0.324
msa_notemplate,1nvq,1nvq,42,4,0.954,0.92,0.892,0.337
msa_notemplate,1nvq,1nvq,42,0,0.936,0.88,0.748,0.392
msa_notemplate,1nvq,1nvq,44,3,0.955,0.92,0.644,0.345
msa_notemplate,1nvq,1nvq,44,0,0.921,0.84,1.018,0.388
msa_notemplate,1nvq,1nvq,43,4,0.936,0.88,0.79,0.387
msa_notemplate,1nrl,1nrl,44,4,0.963,1.0,0.74,0.509
msa_notemplate,1o0p,1o0p,43,4,0.611,0.65,4.15,1.936
msa_notemplate,1o0p,1o0p,44,0,0.485,0.475,5.363,2.495
msa_notemplate,1o0p,1o0p,44,3,0.618,0.625,3.677,1.887
msa_notemplate,1o0p,1o0p,44,2,0.489,0.525,5.979,2.449
msa_notemplate,1o0p,1o0p,44,4,0.594,0.7,4.814,2.167
msa_notemplate,1o0p,1o0p,44,1,0.592,0.6,4.307,1.913
msa_notemplate,1p7v,1p7v,42,3,0.853,0.755,2.119,0.603
msa_notemplate,1pmx,1pmx,44,1,0.844,0.957,1.598,1.204
msa_notemplate,1p7v,1p7v,43,0,0.783,0.673,2.803,0.812
msa_notemplate,1p7v,1p7v,43,2,0.772,0.714,3.245,0.914
msa_notemplate,1pmx,1pmx,42,3,0.827,0.913,2.874,1.054
msa_notemplate,1p7v,1p7v,42,0,0.844,0.776,2.333,0.687
msa_notemplate,1p7v,1p7v,44,0,0.738,0.673,3.535,1.012
msa_notemplate,1pmx,1pmx,43,4,0.858,0.913,2.412,0.9
msa_notemplate,1p7v,1p7v,42,1,0.865,0.776,2.002,0.574
msa_notemplate,1pmx,1pmx,42,1,0.861,0.957,2.548,0.961
msa_notemplate,1p7v,1p7v,43,4,0.806,0.673,2.448,0.702
msa_notemplate,1p7v,1p7v,42,2,0.716,0.673,3.93,1.099
msa_notemplate,1pmx,1pmx,44,2,0.858,0.957,2.305,1.017
msa_notemplate,1pmx,1pmx,43,1,0.852,1.0,3.422,0.994
msa_notemplate,1pmx,1pmx,42,2,0.882,1.0,2.011,0.987
msa_notemplate,1pmx,1pmx,43,3,0.826,0.957,3.175,1.115
msa_notemplate,1pmx,1pmx,44,0,0.852,0.957,2.884,0.978
msa_notemplate,1p7v,1p7v,44,4,0.826,0.796,2.772,0.799
msa_notemplate,1pmx,1pmx,42,4,0.869,0.957,2.265,0.945
msa_notemplate,1pmx,1pmx,43,0,0.855,0.957,2.683,0.982
msa_notemplate,1pmx,1pmx,43,2,0.825,0.913,2.605,1.105
msa_notemplate,1p7v,1p7v,44,3,0.776,0.694,3.065,0.868
msa_notemplate,1pmx,1pmx,42,0,0.853,0.957,2.51,1.021
msa_notemplate,1pmx,1pmx,44,3,0.829,0.957,4.049,0.945
msa_notemplate,1p7v,1p7v,42,4,0.849,0.776,2.243,0.664
msa_notemplate,1pmx,1pmx,44,4,0.879,0.957,2.276,0.869
msa_notemplate,1p7v,1p7v,44,1,0.709,0.633,3.791,1.077
msa_notemplate,1r17,1r17,42,0,0.902,0.953,0.943,0.832
msa_notemplate,1p7v,1p7v,43,1,0.798,0.755,3.063,0.856
msa_notemplate,1p7v,1p7v,44,2,0.84,0.735,2.207,0.631
msa_notemplate,1r17,1r17,42,1,0.921,0.953,0.806,0.706
msa_notemplate,1p7v,1p7v,43,3,0.786,0.735,3.11,0.887
msa_notemplate,1r17,1r17,42,2,0.949,0.953,0.855,0.489
msa_notemplate,1r17,1r17,43,0,0.913,0.906,1.533,0.594
msa_notemplate,1r17,1r17,42,3,0.949,0.953,0.697,0.494
msa_notemplate,1r17,1r17,44,0,0.947,0.953,0.732,0.515
msa_notemplate,1r17,1r17,43,4,0.945,0.953,0.811,0.523
msa_notemplate,1r17,1r17,42,4,0.907,0.965,0.834,0.832
msa_notemplate,1r17,1r17,44,1,0.905,0.953,0.863,0.815
msa_notemplate,1rxz,1rxz,42,4,0.884,0.926,1.515,0.853
msa_notemplate,1rxz,1rxz,43,2,0.865,0.87,1.071,0.889
msa_notemplate,1rxz,1rxz,44,3,0.869,0.87,1.176,0.854
msa_notemplate,1r17,1r17,43,3,0.945,0.953,0.821,0.526
msa_notemplate,1r17,1r17,44,4,0.908,0.953,0.722,0.804
msa_notemplate,1r17,1r17,43,2,0.912,0.953,0.707,0.772
msa_notemplate,1r17,1r17,44,3,0.906,0.965,0.842,0.834
msa_notemplate,1rxz,1rxz,42,0,0.9,0.926,1.029,0.775
msa_notemplate,1rxz,1rxz,42,1,0.898,0.926,0.991,0.795
msa_notemplate,1rxz,1rxz,42,2,0.886,0.926,1.103,0.866
msa_notemplate,1t74,1t74,42,0,0.964,0.964,0.728,0.392
msa_notemplate,1t74,1t74,42,2,0.963,0.964,0.784,0.398
msa_notemplate,1rxz,1rxz,44,4,0.862,0.889,1.377,0.931
msa_notemplate,1r17,1r17,43,1,0.944,0.929,0.926,0.455
msa_notemplate,1rxz,1rxz,43,4,0.889,0.926,1.114,0.846
msa_notemplate,1rxz,1rxz,44,2,0.891,0.926,1.001,0.842
msa_notemplate,1rxz,1rxz,44,1,0.873,0.907,1.045,0.923
msa_notemplate,1rxz,1rxz,44,0,0.877,0.907,1.152,0.883
msa_notemplate,1rxz,1rxz,43,1,0.903,0.926,0.994,0.76
msa_notemplate,1r17,1r17,44,2,0.912,0.953,1.706,0.697
msa_notemplate,1rxz,1rxz,43,0,0.884,0.907,1.102,0.843
msa_notemplate,1rxz,1rxz,43,3,0.893,0.889,1.199,0.726
msa_notemplate,1t74,1t74,42,1,0.96,0.929,0.539,0.328
msa_notemplate,1t74,1t74,43,0,0.915,0.857,1.268,0.469
msa_notemplate,1rxz,1rxz,42,3,0.88,0.87,1.045,0.787
msa_notemplate,1t74,1t74,42,4,0.965,0.964,0.86,0.372
msa_notemplate,1t74,1t74,42,3,0.973,1.0,0.8,0.417
msa_notemplate,1t74,1t74,43,2,0.92,0.893,1.271,0.532
msa_notemplate,1t74,1t74,43,1,0.93,0.929,1.387,0.531
msa_notemplate,1t74,1t74,43,3,0.929,0.929,1.397,0.538
msa_notemplate,1t74,1t74,44,2,0.943,0.929,1.122,0.449
msa_notemplate,1t74,1t74,44,0,0.961,0.964,0.891,0.411
msa_notemplate,1t74,1t74,44,3,0.949,0.964,1.081,0.5
msa_notemplate,1t74,1t74,43,4,0.882,0.893,2.036,0.735
msa_notemplate,1v1t,1v1t,42,3,0.978,1.0,0.935,0.363
msa_notemplate,1v1t,1v1t,42,1,0.964,0.96,0.905,0.364
msa_notemplate,1v1t,1v1t,43,0,0.962,0.96,0.92,0.387
msa_notemplate,1v1t,1v1t,43,1,0.97,0.96,0.675,0.326
msa_notemplate,1v1t,1v1t,42,0,0.967,0.96,0.924,0.339
msa_notemplate,1v1t,1v1t,42,2,0.973,1.0,1.362,0.361
msa_notemplate,1v1t,1v1t,44,1,0.966,0.96,0.735,0.363
msa_notemplate,1t74,1t74,44,1,0.931,0.964,1.546,0.6
msa_notemplate,1v1t,1v1t,42,4,0.98,1.0,1.007,0.333
msa_notemplate,1t74,1t74,44,4,0.924,0.929,1.484,0.576
msa_notemplate,1v1t,1v1t,43,3,0.979,1.0,1.031,0.343
msa_notemplate,1v1t,1v1t,43,4,0.968,0.96,0.794,0.331
msa_notemplate,1v1t,1v1t,44,2,0.967,0.96,0.904,0.333
msa_notemplate,1v1t,1v1t,44,3,0.964,0.96,1.065,0.349
msa_notemplate,1v1t,1v1t,44,0,0.968,0.96,0.721,0.342
msa_notemplate,1v1t,1v1t,43,2,0.971,1.0,1.52,0.369
msa_notemplate,1w80,1w80,44,1,0.85,0.885,2.296,0.906
msa_notemplate,1v1t,1v1t,44,4,0.962,0.96,1.184,0.361
msa_notemplate,1yfn,1yfn,42,1,0.666,0.623,3.181,1.509
msa_notemplate,1yfn,1yfn,42,0,0.644,0.604,3.399,1.609
msa_notemplate,1w80,1w80,44,3,0.842,0.885,2.383,0.95
msa_notemplate,1yfn,1yfn,42,3,0.654,0.604,3.265,1.543
msa_notemplate,1w80,1w80,42,4,0.851,0.923,2.454,0.968
msa_notemplate,1yfn,1yfn,43,3,0.636,0.604,3.503,1.658
msa_notemplate,1w80,1w80,42,2,0.944,1.0,1.489,0.602
msa_notemplate,1w80,1w80,43,0,0.852,0.885,2.247,0.898
msa_notemplate,1w80,1w80,42,0,0.848,0.923,2.465,0.986
