complex,seed,id,pep_plDDT,plDDT,ipTM,pTM,pep_pTM,pAE_min,ipAE,ranking_score,scRMSD
1czy,44,4,78.0693,91.9082,0.8400,0.9000,0.0300,1.2200,1.3050,0.8800,2.4358
1ddv,42,0,66.8530,92.4071,0.5300,0.8900,0.0200,3.6800,4.6450,0.6300,4.1046
1ddv,42,1,63.3330,92.3019,0.4900,0.8900,0.0200,4.4900,5.4150,0.6000,2.8439
1ddv,42,2,66.5248,92.7397,0.5500,0.8900,0.0200,3.8400,4.7750,0.6400,2.4420
1ddv,42,3,63.9980,92.2276,0.4900,0.8900,0.0200,4.5300,5.4200,0.5900,4.0662
1ddv,42,4,69.1004,92.8188,0.5900,0.9000,0.0200,3.3400,4.1600,0.6800,1.4974
1ddv,43,0,65.4278,92.3598,0.5300,0.8900,0.0200,3.8200,4.9400,0.6300,0.8582
1ddv,43,1,65.6646,92.2226,0.5200,0.8900,0.0200,3.8800,4.5500,0.6200,0.7791
1ddv,43,2,63.7143,92.3234,0.5000,0.8900,0.0200,4.5400,5.3100,0.6000,3.1661
1ddv,43,3,64.7117,91.9499,0.4900,0.8800,0.0200,3.8700,5.0650,0.5900,1.7870
1ddv,43,4,66.2765,92.4224,0.5300,0.8900,0.0200,4.2000,4.8950,0.6300,2.8015
1ddv,44,0,63.2157,91.9879,0.4800,0.8800,0.0200,4.2400,5.5950,0.5900,2.5125
1ddv,44,1,82.3963,93.5334,0.7100,0.9000,0.0300,2.2900,2.3600,0.7800,5.2360
1ddv,44,2,82.7241,94.0709,0.7700,0.9100,0.0300,2.1000,2.1750,0.8200,5.4195
1ddv,44,3,65.4991,92.7546,0.5600,0.9000,0.0300,3.8400,4.6050,0.6500,3.9590
1ddv,44,4,62.0302,91.7792,0.4800,0.8800,0.0200,4.3700,5.6150,0.5900,2.7129
1eg4,42,0,59.3139,41.7713,0.7500,0.2800,0.0200,1.6500,1.7450,0.6800,47.0341
1eg4,42,1,55.6800,41.5656,0.7100,0.2900,0.0200,1.6800,1.7250,0.6500,42.4334
1eg4,42,2,55.7476,42.4086,0.7100,0.3200,0.0200,1.7000,1.8300,0.6500,41.7544
1eg4,42,3,56.1864,42.0007,0.7200,0.3000,0.0200,1.6700,1.7450,0.6700,44.3187
1eg4,42,4,59.0850,40.8680,0.7400,0.2500,0.0200,1.7000,1.8000,0.7200,45.7458
1eg4,43,0,59.1407,45.7967,0.7400,0.3400,0.0200,1.8500,1.9100,0.6900,48.8111
1eg4,43,1,59.2899,45.8168,0.7400,0.3500,0.0200,1.7200,1.7950,0.6900,46.8599
1eg4,43,2,58.6475,45.5622,0.7200,0.3400,0.0200,1.7600,1.8750,0.7000,42.1480
1eg4,43,3,59.0440,46.1544,0.7300,0.3300,0.0200,1.8200,1.9300,0.6800,48.9264
1eg4,43,4,56.2121,46.0861,0.7000,0.3700,0.0200,1.8400,1.8600,0.6700,42.1572
1eg4,44,0,54.4948,39.8624,0.7000,0.2300,0.0200,2.1200,2.1350,0.6300,16.9611
1eg4,44,1,56.8021,40.4275,0.7300,0.2400,0.0200,1.9600,1.9800,0.6700,19.7145
1eg4,44,2,58.9973,41.3423,0.7500,0.2500,0.0200,1.6700,1.7650,0.7500,44.0252
1eg4,44,3,55.5957,41.9766,0.7200,0.3000,0.0200,1.6700,1.8300,0.6800,41.0163
1eg4,44,4,55.5330,41.1146,0.7200,0.2600,0.0200,1.6900,1.7750,0.6500,44.1767
1f47,42,0,79.1954,90.9260,0.8400,0.9200,0.0200,1.1000,1.1400,0.9000,1.3743
1f47,42,1,79.7635,90.8711,0.8300,0.9100,0.0200,1.1400,1.2000,0.9000,1.5418
1f47,42,2,81.6913,91.0259,0.8600,0.9200,0.0200,0.9700,1.0050,0.9200,1.1713
1f47,42,3,81.7066,91.3660,0.8600,0.9200,0.0200,1.0000,1.0550,0.9200,1.2559
1f47,42,4,80.7828,91.3775,0.8500,0.9200,0.0200,1.0500,1.0950,0.9200,1.2838
1f47,43,0,81.7083,90.9845,0.8400,0.9100,0.0200,1.0200,1.0950,0.9100,1.5680
1f47,43,1,81.8392,91.1718,0.8500,0.9100,0.0200,1.0600,1.1250,0.9200,1.7947
1f47,43,2,80.6329,91.0472,0.8400,0.9100,0.0200,1.0600,1.1100,0.9100,1.3079
1f47,43,3,78.5553,91.0024,0.8200,0.9100,0.0200,1.1800,1.2200,0.8900,1.3308
1f47,43,4,82.1840,91.5314,0.8700,0.9200,0.0200,0.9800,1.0200,0.9300,1.3570
1f47,44,0,81.9534,90.9867,0.8600,0.9200,0.0300,1.0200,1.0500,0.9200,1.5473
1f47,44,1,81.1251,90.8684,0.8500,0.9100,0.0200,1.0300,1.0700,0.9100,1.6384
1f47,44,2,80.5938,90.9692,0.8400,0.9100,0.0200,1.0600,1.1300,0.9100,1.4102
1f47,44,3,80.1445,90.7519,0.8300,0.9100,0.0200,1.0900,1.1500,0.9000,1.2932
1f47,44,4,81.4465,90.9253,0.8500,0.9100,0.0200,1.0300,1.0850,0.9100,1.4633
1f8h,42,0,88.7155,93.6003,0.8700,0.8900,0.0300,0.9600,1.0050,0.9000,2.0888
1f8h,42,1,90.9833,94.9699,0.8900,0.9100,0.0300,0.8900,0.9450,0.9200,2.2858
1f8h,42,2,88.6271,94.3769,0.8800,0.9000,0.0300,0.9100,0.9500,0.9100,2.3665
1f8h,42,3,88.3012,92.3935,0.8600,0.8800,0.0300,0.9700,1.0050,0.8900,1.7998
1f8h,42,4,89.0629,94.3371,0.8800,0.9000,0.0300,0.9200,0.9900,0.9100,1.5986
1f8h,43,0,86.7941,91.0427,0.8300,0.8600,0.0300,1.0000,1.0700,0.8700,2.4069
1f8h,43,1,90.7794,95.5144,0.8800,0.9100,0.0300,0.9000,0.9400,0.9200,2.1075
1f8h,43,2,87.0267,90.0885,0.8500,0.8600,0.0300,0.9600,1.0200,0.8800,2.3681
1f8h,43,3,89.3071,94.4219,0.8600,0.9000,0.0300,0.9000,0.9650,0.9000,2.5303
1f8h,43,4,90.9690,96.0051,0.8900,0.9200,0.0300,0.8700,0.9250,0.9200,2.7708
1f8h,44,0,89.2851,92.9507,0.8800,0.8800,0.0300,0.9100,0.9800,0.9100,2.2328
1f8h,44,1,84.2233,87.8228,0.8300,0.8300,0.0300,1.0800,1.1100,0.8600,1.9096
1f8h,44,2,88.7616,93.1461,0.8600,0.8800,0.0300,0.9500,1.0000,0.8900,1.9652
1f8h,44,3,84.6957,88.5428,0.8100,0.8400,0.0300,1.0800,1.2100,0.8500,1.8472
1f8h,44,4,86.7808,91.1405,0.8500,0.8700,0.0300,0.9900,1.0450,0.8800,2.1858
1j2x,42,0,89.8454,91.1895,0.8400,0.8400,0.0300,0.9100,0.9150,0.9400,1.1550
1j2x,42,1,90.9121,92.4488,0.8400,0.8600,0.0400,0.8700,0.8700,0.9500,2.5118
1j2x,42,2,88.8035,91.7726,0.8100,0.8500,0.0300,0.9500,0.9950,0.9200,4.1189
1j2x,42,3,91.4840,92.9494,0.8500,0.8600,0.0400,0.9100,0.9350,0.9600,4.0129
1j2x,42,4,91.2206,93.2187,0.8600,0.8600,0.0400,0.8600,0.8650,0.9600,2.5129
1j2x,43,0,88.2899,90.2342,0.8200,0.8200,0.0300,0.9300,0.9400,0.9300,1.8886
1j2x,43,1,88.0001,90.7553,0.8000,0.8300,0.0300,1.0000,1.0750,0.9100,4.2025
1j2x,43,2,91.0638,92.7002,0.8500,0.8500,0.0400,0.8600,0.8700,0.9400,1.8579
1j2x,43,3,92.6843,93.7690,0.8800,0.8800,0.0400,0.8100,0.8150,0.9800,2.7088
1j2x,43,4,90.8275,92.8335,0.8500,0.8600,0.0400,0.8700,0.8950,0.9500,1.4652
1j2x,44,0,93.1754,94.1483,0.8800,0.8900,0.0400,0.8100,0.8100,0.9700,1.0666
1j2x,44,1,90.4646,91.7915,0.8400,0.8400,0.0400,0.9200,0.9250,0.9400,1.8022
1j2x,44,2,90.5615,91.6943,0.8500,0.8500,0.0400,0.8900,0.8900,0.9500,1.0694
1j2x,44,3,91.0144,93.2000,0.8600,0.8700,0.0400,0.8900,0.9000,0.9600,3.4620
1j2x,44,4,91.1961,92.3888,0.8500,0.8600,0.0400,0.8700,0.8800,0.9500,3.7704
1jd5,42,0,91.3169,93.2524,0.9400,0.9200,0.0400,0.8000,0.8000,0.9700,1.0857
1jd5,42,1,91.1489,93.3853,0.9300,0.9100,0.0400,0.8000,0.8050,0.9600,1.2885
1jd5,42,2,91.0106,93.4040,0.9300,0.9100,0.0400,0.8000,0.8050,0.9600,1.0220
1jd5,42,3,90.6278,93.2186,0.9300,0.9100,0.0400,0.8000,0.8050,0.9600,1.6114
1jd5,42,4,91.0843,93.5549,0.9300,0.9200,0.0400,0.8000,0.8050,0.9700,1.1456
1jd5,43,0,90.9371,93.0018,0.9300,0.9100,0.0400,0.8000,0.8050,0.9700,0.9983
1jd5,43,1,90.1009,92.7594,0.9300,0.9100,0.0400,0.8100,0.8150,0.9700,0.9372
1jd5,43,2,91.3058,93.5350,0.9300,0.9200,0.0400,0.8000,0.8000,0.9700,0.8353
1jd5,43,3,90.6911,93.3729,0.9300,0.9100,0.0400,0.8100,0.8100,0.9600,0.8654
1jd5,43,4,91.0383,93.6133,0.9300,0.9200,0.0400,0.8000,0.8050,0.9600,1.2008
1jd5,44,0,91.1688,93.1667,0.9300,0.9100,0.0400,0.8000,0.8000,0.9600,0.7571
1jd5,44,1,91.2755,93.7841,0.9300,0.9200,0.0400,0.7900,0.7950,0.9700,0.6292
1jd5,44,2,91.6095,93.8679,0.9300,0.9200,0.0400,0.8000,0.8000,0.9700,1.0176
1jd5,44,3,91.4795,93.5257,0.9300,0.9100,0.0400,0.8000,0.8000,0.9600,1.0406
1jd5,44,4,91.3723,93.3365,0.9300,0.9100,0.0400,0.8000,0.8050,0.9600,0.9783
1jq8,42,0,65.4625,93.1465,0.6400,0.9300,0.0200,2.8400,3.7550,0.7400,2.7282
1jq8,42,1,66.6223,93.2044,0.6400,0.9200,0.0200,2.9200,3.9150,0.7200,2.5801
1jq8,42,2,67.5415,93.3049,0.6400,0.9200,0.0200,2.8400,3.8450,0.7200,2.7164
1jq8,42,3,69.2470,93.7170,0.6800,0.9300,0.0200,2.5000,3.5450,0.7600,2.6133
1jq8,42,4,71.0460,93.6372,0.7100,0.9300,0.0200,2.3200,3.2050,0.7800,2.9184
1jq8,43,0,64.8145,93.1875,0.6500,0.9300,0.0200,2.7800,3.8400,0.7400,4.2450
1jq8,43,1,66.7965,93.3806,0.6500,0.9200,0.0200,2.7500,3.8900,0.7400,2.9548
1jq8,43,2,71.6112,93.9009,0.6900,0.9300,0.0200,2.5000,3.4900,0.7700,2.5008
1jq8,43,3,68.4925,93.6494,0.6600,0.9300,0.0200,2.7300,3.8500,0.7300,3.1757
1jq8,43,4,63.3118,93.0909,0.6100,0.9200,0.0200,3.2400,4.3250,0.7200,3.5329
1jq8,44,0,67.7802,93.3381,0.6500,0.9200,0.0200,2.5800,3.5800,0.7500,3.2242
1jq8,44,1,66.2435,93.0946,0.6300,0.9200,0.0200,2.8900,3.8900,0.7300,2.0596
1jq8,44,2,70.3122,93.5878,0.6700,0.9300,0.0200,2.6200,3.6000,0.7600,3.0821
1jq8,44,3,69.1075,93.4248,0.6700,0.9300,0.0200,2.5500,3.5750,0.7500,2.7324
1jq8,44,4,62.0805,92.7562,0.5900,0.9200,0.0200,3.3200,4.4050,0.6900,3.4296
1jw6,42,0,42.9539,87.9776,0.4700,0.9000,0.0200,8.7600,9.0600,0.5700,36.0816
1jw6,42,1,35.9929,86.5375,0.3600,0.8900,0.0200,11.6400,11.7000,0.4800,33.3691
1jw6,42,2,36.0329,87.2647,0.4400,0.9000,0.0200,9.6600,10.1700,0.5500,31.9534
1jw6,42,3,37.4411,87.3619,0.3900,0.9000,0.0200,11.1200,11.2000,0.5100,30.8358
1jw6,42,4,41.8039,87.8670,0.4700,0.9100,0.0200,8.9900,9.6400,0.5700,34.3071
1jw6,43,0,34.8186,87.6855,0.3500,0.9000,0.0200,12.0400,12.0700,0.4700,32.5882
1jw6,43,1,33.3547,87.8477,0.3600,0.9100,0.0200,10.7700,11.6050,0.4800,27.8523
1jw6,43,2,33.4998,87.4375,0.3400,0.9000,0.0200,11.4200,11.5150,0.4600,29.0261
1jw6,43,3,33.9388,87.6908,0.3600,0.9000,0.0200,10.3700,10.6850,0.4800,35.8524
1jw6,43,4,44.5961,87.3852,0.5300,0.9000,0.0200,8.6300,8.6450,0.6100,31.9987
1jw6,44,0,32.9253,88.6256,0.3700,0.9100,0.0100,11.5100,11.7900,0.4900,47.2745
1jw6,44,1,37.3724,87.2195,0.4000,0.9000,0.0200,11.2200,11.6250,0.5100,32.2201
1jw6,44,2,44.1718,88.5496,0.4800,0.9100,0.0200,9.6000,9.6850,0.5800,32.8903
1jw6,44,3,40.8383,86.8310,0.4300,0.8900,0.0200,9.9800,10.3400,0.5400,34.0428
1jw6,44,4,41.8745,87.2744,0.4900,0.9000,0.0200,9.3300,9.3400,0.5800,33.6306
1l2z,42,0,67.9042,83.3716,0.3600,0.7000,0.0100,4.0400,4.8850,0.5000,3.7273
1l2z,42,1,71.8906,83.5276,0.4400,0.7100,0.0200,3.2300,3.8900,0.5700,2.8623
1l2z,42,2,69.5889,83.9283,0.4000,0.7100,0.0100,3.8900,4.6200,0.5300,3.2902
1l2z,42,3,72.2925,83.5249,0.4600,0.7000,0.0100,3.2000,3.5550,0.5900,2.4444
1l2z,42,4,67.3998,83.8687,0.3700,0.6900,0.0100,3.9300,4.9750,0.5100,3.6145
1l2z,43,0,68.5217,85.3034,0.3400,0.7200,0.0100,4.0700,5.3850,0.4900,4.2983
1l2z,43,1,66.8245,83.3369,0.2900,0.6800,0.0100,4.1500,5.6500,0.4400,4.5507
1l2z,43,2,63.6400,83.6984,0.2700,0.6900,0.0100,4.8500,6.3600,0.4300,4.3560
1l2z,43,3,64.9937,84.0353,0.2700,0.6800,0.0100,4.9600,6.2300,0.4300,3.9217
1l2z,43,4,66.4076,84.0363,0.3100,0.6900,0.0100,4.3300,5.8400,0.4600,4.0012
1l2z,44,0,63.3247,83.2395,0.2800,0.6600,0.0100,4.9200,6.0100,0.4300,3.4745
1l2z,44,1,68.9834,82.2021,0.3500,0.6500,0.0100,4.4100,4.6050,0.4900,3.0667
1l2z,44,2,66.7385,84.3647,0.3300,0.6700,0.0100,4.6700,4.9800,0.4700,3.3766
1l2z,44,3,68.5326,85.0828,0.3600,0.6900,0.0100,4.2300,4.6800,0.5000,2.7847
1l2z,44,4,66.6015,83.4801,0.3500,0.6800,0.0100,4.3600,5.1650,0.4900,3.1546
1lb6,42,0,85.5241,93.7485,0.9100,0.9300,0.0300,0.8700,0.9250,0.9400,0.6368
1lb6,42,1,85.2930,93.3931,0.9100,0.9200,0.0300,0.8800,0.9450,0.9400,0.5153
1lb6,42,2,85.7049,93.5877,0.9100,0.9300,0.0300,0.8700,0.9100,0.9400,0.7071
1lb6,42,3,85.1951,93.0108,0.9000,0.9200,0.0300,0.8900,0.9550,0.9300,0.7119
1lb6,42,4,85.2725,93.5300,0.9100,0.9300,0.0300,0.8700,0.9250,0.9400,0.6438
1lb6,43,0,86.4211,94.0037,0.9200,0.9300,0.0300,0.8400,0.8750,0.9500,0.7794
1lb6,43,1,85.6008,93.5226,0.9100,0.9300,0.0300,0.8700,0.9200,0.9400,0.7619
1lb6,43,2,84.6873,93.4743,0.9000,0.9200,0.0300,0.8800,0.9450,0.9300,0.7685
1lb6,43,3,86.0683,93.6668,0.9100,0.9300,0.0300,0.8700,0.9250,0.9400,0.5448
1lb6,43,4,85.5173,93.3383,0.9100,0.9200,0.0300,0.8900,0.9550,0.9400,0.6220
1lb6,44,0,84.8067,93.7993,0.9100,0.9300,0.0300,0.8600,0.9150,0.9400,0.6985
1lb6,44,1,85.8860,93.2306,0.9100,0.9200,0.0300,0.8900,0.9600,0.9400,0.6189
1lb6,44,2,86.4405,93.8849,0.9200,0.9300,0.0300,0.8500,0.8950,0.9500,0.4797
1lb6,44,3,85.9822,93.5088,0.9100,0.9300,0.0300,0.8700,0.9200,0.9400,0.5649
1lb6,44,4,85.3879,93.3107,0.9100,0.9200,0.0300,0.8700,0.9400,0.9400,0.4243
1mf4,42,0,58.0432,93.0126,0.5900,0.9100,0.0200,3.2400,4.1550,0.6800,6.9613
1mf4,42,1,62.4954,92.7391,0.6200,0.9100,0.0200,3.1000,3.9100,0.6900,4.5409
1mf4,42,2,59.3151,92.2584,0.5700,0.9000,0.0200,3.5600,4.4150,0.6600,3.5926
1mf4,42,3,58.1727,92.4299,0.5600,0.9100,0.0200,3.7200,4.5550,0.6500,4.0530
1mf4,42,4,56.7207,92.2318,0.5400,0.9000,0.0200,3.8400,4.9250,0.6300,3.3058
1mf4,43,0,56.3256,92.2686,0.5300,0.9000,0.0200,4.0600,4.8850,0.6200,3.9695
1mf4,43,1,56.3215,92.5950,0.5500,0.9100,0.0200,3.7500,4.6300,0.6500,4.3751
1mf4,43,2,57.5215,92.6664,0.5700,0.9100,0.0200,3.2700,4.4300,0.6600,4.0525
1mf4,43,3,57.7629,92.6565,0.5600,0.9100,0.0200,3.7900,4.7700,0.6500,4.6915
1mf4,43,4,60.8405,92.9320,0.6000,0.9100,0.0200,3.1200,3.9050,0.6900,5.4604
1mf4,44,0,59.1185,92.7049,0.5900,0.9100,0.0200,3.2400,4.1950,0.6800,3.8489
1mf4,44,1,56.3995,92.4857,0.5200,0.9100,0.0200,4.0400,4.8950,0.6200,4.3749
1mf4,44,2,57.4932,92.3413,0.5400,0.9100,0.0200,3.7400,4.6700,0.6400,3.8715
1mf4,44,3,55.5161,92.3368,0.5200,0.9100,0.0200,4.0500,5.1150,0.6200,4.5403
1mf4,44,4,61.6273,92.6097,0.5800,0.9100,0.0200,3.3900,4.1200,0.6700,4.1366
1mv0,42,0,73.1040,89.5672,0.5000,0.8200,0.0100,3.1700,4.1750,0.6400,3.1563
1mv0,42,1,82.8993,92.0331,0.6700,0.8600,0.0100,1.8600,2.2700,0.7800,8.3455
1mv0,42,2,76.5366,91.8963,0.5300,0.8500,0.0100,2.4700,3.5850,0.6700,7.8924
1mv0,42,3,67.3509,88.6558,0.3400,0.8000,0.0100,4.8700,6.5000,0.5100,3.0195
1mv0,42,4,86.2336,94.1311,0.7300,0.8800,0.0200,1.8600,1.9400,0.8300,10.7120
1mv0,43,0,74.2928,89.5703,0.5100,0.8300,0.0100,3.2500,3.8500,0.6400,5.4032
1mv0,43,1,75.2457,87.8558,0.5600,0.8100,0.0200,2.4500,3.0050,0.6900,2.0799
1mv0,43,2,82.1812,90.5264,0.6300,0.8400,0.0100,2.2300,2.8150,0.7500,9.1300
1mv0,43,3,73.2908,86.3666,0.5300,0.8000,0.0100,2.9200,3.4500,0.6600,2.9427
1mv0,43,4,85.5564,94.3058,0.7000,0.8800,0.0200,1.9700,2.0350,0.8100,10.7636
1mv0,44,0,82.8300,93.1435,0.6400,0.8600,0.0100,2.3400,2.7200,0.7600,9.7872
1mv0,44,1,73.2302,86.0523,0.4900,0.7800,0.0100,3.1700,3.8350,0.6200,5.9850
1mv0,44,2,76.3314,91.0171,0.6000,0.8500,0.0100,2.8500,3.8050,0.7300,2.3938
1mv0,44,3,72.3318,88.9387,0.4800,0.8100,0.0100,2.9700,3.7250,0.6200,2.3999
1mv0,44,4,84.1787,93.6976,0.6700,0.8700,0.0200,1.9600,2.1650,0.7900,10.8890
1nrl,42,0,88.7548,88.7967,0.9400,0.9000,0.0300,0.9400,0.9700,0.9600,0.6918
1nrl,42,1,88.9797,88.9076,0.9400,0.9100,0.0300,0.9600,0.9800,0.9600,0.6823
1nrl,42,2,88.5824,88.5788,0.9400,0.9000,0.0300,0.9700,0.9800,0.9600,0.9916
1nrl,42,3,88.3560,88.7755,0.9400,0.9100,0.0300,0.9800,0.9900,0.9600,0.7631
1nrl,42,4,89.2034,88.8678,0.9400,0.9100,0.0300,0.9400,0.9650,0.9600,0.6722
1nrl,43,0,88.5329,88.1678,0.9400,0.9000,0.0300,0.9700,0.9900,0.9600,0.6612
1nrl,43,1,88.1989,88.3590,0.9400,0.9000,0.0300,0.9800,1.0000,0.9500,0.6898
1nrl,43,2,87.7320,88.2479,0.9300,0.9000,0.0300,1.0100,1.0200,0.9500,0.6968
1nrl,43,3,88.3458,88.4701,0.9400,0.9000,0.0300,0.9700,0.9800,0.9600,0.7630
1nrl,43,4,88.5630,88.3756,0.9400,0.9000,0.0300,0.9600,0.9800,0.9600,0.7621
1nrl,44,0,88.7929,88.7704,0.9400,0.9000,0.0300,0.9600,0.9900,0.9600,0.6934
1nrl,44,1,88.5959,88.7708,0.9400,0.9100,0.0300,0.9700,0.9850,0.9600,0.7368
1nrl,44,2,88.7430,88.8439,0.9400,0.9100,0.0300,0.9700,0.9950,0.9600,0.6443
1nrl,44,3,88.5786,88.4836,0.9400,0.9000,0.0300,0.9600,0.9900,0.9600,0.6842
1nrl,44,4,88.6192,89.1468,0.9400,0.9200,0.0300,0.9600,0.9800,0.9600,0.8554
1nvq,42,0,55.5520,92.2872,0.5800,0.9100,0.0300,8.0400,8.5950,0.6600,0.6233
1nvq,42,1,52.5717,91.5446,0.4800,0.8900,0.0300,10.6600,10.8900,0.5700,0.8555
1nvq,42,2,53.7360,91.5827,0.5100,0.9000,0.0300,9.9300,10.1200,0.6000,0.5689
1nvq,42,3,52.4010,91.6664,0.4800,0.9000,0.0300,10.4000,10.5850,0.5700,0.5027
1nvq,42,4,51.0337,91.0519,0.4500,0.8800,0.0300,11.2600,11.4850,0.5400,0.7683
1nvq,43,0,51.4960,91.6008,0.4700,0.8900,0.0300,10.9100,10.9650,0.5600,0.6703
1nvq,43,1,54.0163,91.9207,0.5500,0.9000,0.0300,9.2600,9.4850,0.6300,0.5981
1nvq,43,2,51.9113,91.4391,0.4700,0.8900,0.0300,10.9200,11.2150,0.5600,0.6791
1nvq,43,3,54.2450,92.2880,0.5500,0.9100,0.0300,8.9200,9.2150,0.6300,0.7747
1nvq,43,4,53.3310,90.8995,0.6000,0.8600,0.0300,7.6000,8.6150,0.6600,17.6741
1nvq,44,0,52.3393,91.6859,0.5000,0.8900,0.0300,10.6100,10.7350,0.5900,1.0028
1nvq,44,1,53.3483,92.1615,0.5300,0.9100,0.0300,9.4200,9.5150,0.6200,1.2100
1nvq,44,2,33.4833,90.4227,0.3400,0.8700,0.0200,12.5600,12.7500,0.4600,32.2067
1nvq,44,3,53.9700,92.1073,0.5400,0.9000,0.0300,9.7300,9.8000,0.6200,0.5968
1nvq,44,4,52.8873,91.9212,0.5000,0.9000,0.0300,10.2000,10.3300,0.5900,0.3974
1o0p,42,0,70.6714,90.5964,0.6300,0.8700,0.0100,1.0500,1.1950,0.7300,5.5315
1o0p,42,1,66.3149,89.1880,0.5900,0.8600,0.0100,1.3700,1.5950,0.7000,4.5265
